paper,jel
"w16977","I18"
"w16977","H51"
"w16978","I11"
"w16978","I18"
"w16978","H51"
"w16979","E44"
"w16979","E20"
"w16979","C68"
"w1698","E"
"w1698","131"
"w16980","O38"
"w16980","O34"
"w16981","K42"
"w16982","E44"
"w16982","G13"
"w16982","F34"
"w16982","G18"
"w16982","F36"
"w16982","G15"
"w16982","F21"
"w16982","G12"
"w16983","Q0"
"w16983","N12"
"w16983","K0"
"w16983","O34"
"w16983","O3"
"w16983","O31"
"w16984","C65"
"w16984","O30"
"w16984","O31"
"w16984","O33"
"w16985","D31"
"w16985","G11"
"w16985","D1"
"w16986","J7"
"w16986","J18"
"w16986","J15"
"w16987","L62"
"w16987","Q4"
"w16988","L13"
"w16988","D43"
"w16988","L1"
"w16988","E3"
"w16988","E30"
"w16989","H56"
"w16989","H41"
"w16989","H77"
"w1699","F"
"w1699","431"
"w16990","H51"
"w16990","I1"
"w16991","D31"
"w16991","J32"
"w16991","H55"
"w16992","Q53"
"w16992","R31"
"w16993","O31"
"w16993","N13"
"w16993","O43"
"w16993","O34"
"w16993","N73"
"w16994","E5"
"w16994","E4"
"w16994","G2"
"w16995","G32"
"w16995","G33"
"w16996","G12"
"w16996","E21"
"w16996","G17"
"w16996","E27"
"w16996","E10"
"w16996","E44"
"w16997","C14"
"w16998","E17"
"w16998","G21"
"w16998","E44"
"w16999","D91"
"w16999","G01"
"w16999","D14"
"w16999","D12"
"w1700","J"
"w1700","841"
"w17000","G33"
"w17000","D62"
"w17000","G2"
"w17000","D52"
"w17000","G14"
"w17000","D53"
"w17001","H2"
"w17001","H23"
"w17001","Q54"
"w17001","Q48"
"w17002","R41"
"w17002","H41"
"w17002","Q51"
"w17003","F13"
"w17004","J3"
"w17004","I1"
"w17004","Q5"
"w17005","E58"
"w17005","E31"
"w17005","E52"
"w17006","G28"
"w17007","D14"
"w17007","D11"
"w17007","C63"
"w17007","D92"
"w17007","G21"
"w17007","R31"
"w17007","G13"
"w17008","Q20"
"w17008","Q30"
"w17008","H0"
"w17008","Q50"
"w17009","I18"
"w1701","840"
"w1701","J"
"w17010","G34"
"w17011","I11"
"w17011","I1"
"w17012","O4"
"w17012","F35"
"w17012","H41"
"w17013","O32"
"w17013","D83"
"w17013","L22"
"w17013","D23"
"w17014","C93"
"w17014","C91"
"w17014","D83"
"w17015","H55"
"w17015","H0"
"w17016","J1"
"w17016","I1"
"w17016","N32"
"w17016","N31"
"w17017","D03"
"w17017","H4"
"w17017","H41"
"w17017","Q5"
"w17018","D03"
"w17018","H55"
"w17018","D12"
"w17018","D14"
"w17019","Q2"
"w17019","P14"
"w17019","G12"
"w17019","Q22"
"w17020","D03"
"w17020","G21"
"w17020","O16"
"w17021","G12"
"w17021","E44"
"w17021","E22"
"w17022","Z19"
"w17022","C99"
"w17023","K42"
"w17023","K23"
"w17024","N2"
"w17024","E44"
"w17024","F14"
"w17024","N1"
"w17024","F15"
"w17025","G11"
"w17025","H0"
"w17026","E44"
"w17026","G12"
"w17026","E32"
"w17026","E22"
"w17027","D83"
"w17027","E2"
"w17027","G1"
"w17027","E3"
"w17028","D14"
"w17028","G21"
"w17028","G13"
"w17028","D18"
"w17029","E52"
"w17029","E63"
"w17029","E62"
"w1703","441"
"w1703","F"
"w1703","431"
"w17030","D03"
"w17030","L62"
"w17030","D12"
"w17031","L22"
"w17031","L1"
"w17031","O31"
"w17031","O32"
"w17031","M12"
"w17032","C91"
"w17032","C92"
"w17032","D7"
"w17032","C72"
"w17032","H41"
"w17033","H41"
"w17033","C91"
"w17033","D7"
"w17033","C92"
"w17033","C72"
"w17034","E3"
"w17034","E5"
"w17034","E4"
"w17035","H2"
"w17035","E6"
"w17035","D3"
"w17035","D5"
"w17035","D8"
"w17035","E2"
"w17036","K10"
"w17036","K40"
"w17037","O1"
"w17037","N0"
"w17037","J1"
"w17038","G21"
"w17038","G01"
"w17039","C01"
"w17039","J0"
"w1704","130"
"w1704","320"
"w1704","E"
"w17040","J63"
"w17040","J64"
"w17041","L26"
"w17041","L21"
"w17041","L25"
"w17042","I3"
"w17042","H53"
"w17043","J11"
"w17043","J0"
"w17043","A11"
"w17043","J24"
"w17044","E31"
"w17045","E44"
"w17045","E21"
"w17045","E27"
"w17045","E32"
"w17046","I18"
"w17046","M3"
"w17046","O31"
"w17046","O38"
"w17046","L11"
"w17047","C93"
"w17047","C9"
"w17048","H55"
"w17048","I18"
"w17048","J11"
"w17049","I38"
"w17049","I1"
"w17049","H55"
"w1705","310"
"w1705","E"
"w17050","G24"
"w17051","K31"
"w17051","N43"
"w17051","N13"
"w17051","J41"
"w17052","H55"
"w17052","J26"
"w17053","J26"
"w17054","H51"
"w17054","H55"
"w17054","I18"
"w17054","J26"
"w17055","J26"
"w17055","J14"
"w17055","H63"
"w17055","H55"
"w17056","D1"
"w17056","J31"
"w17057","J1"
"w17057","O10"
"w17058","O11"
"w17058","O15"
"w17059","K14"
"w17059","K4"
"w17059","J0"
"w1706","042"
"w17060","D52"
"w17060","D83"
"w17060","E32"
"w17061","G34"
"w17062","C93"
"w17063","E62"
"w17063","E3"
"w17063","E00"
"w17064","D82"
"w17064","C61"
"w17065","D10"
"w17065","K0"
"w17065","G21"
"w17065","G33"
"w17066","Z1"
"w17066","C73"
"w17066","D7"
"w17066","P16"
"w17066","C72"
"w17067","R13"
"w17067","L81"
"w17067","R12"
"w17068","I12"
"w17068","I18"
"w17068","I1"
"w17069","I0"
"w17069","O12"
"w1707","313"
"w1707","E"
"w17070","I1"
"w17070","H4"
"w17070","I18"
"w17070","H0"
"w17071","E52"
"w17071","E30"
"w17072","D91"
"w17072","D14"
"w17073","F36"
"w17073","G21"
"w17074","F0"
"w17074","F32"
"w17074","F31"
"w17074","F41"
"w17075","J13"
"w17075","J11"
"w17075","O14"
"w17075","O33"
"w17075","O40"
"w17075","O11"
"w17076","P16"
"w17076","G21"
"w17077","E21"
"w17077","D91"
"w17078","D91"
"w17079","H55"
"w17079","J14"
"w1708","E"
"w1708","323"
"w17080","E52"
"w17081","J1"
"w17081","D83"
"w17081","D6"
"w17081","Q18"
"w17081","D01"
"w17081","I1"
"w17081","I18"
"w17081","D03"
"w17081","I20"
"w17081","D1"
"w17081","D87"
"w17081","H2"
"w17082","H55"
"w17082","H75"
"w17082","H6"
"w17082","H83"
"w17082","H7"
"w17083","Q58"
"w17083","Q48"
"w17083","D03"
"w17084","D58"
"w17084","E32"
"w17084","E31"
"w17084","E24"
"w17085","I28"
"w17085","I21"
"w17085","J24"
"w17086","Q2"
"w17086","Q4"
"w17087","Q58"
"w17087","Q54"
"w17087","H22"
"w17088","J13"
"w17089","H75"
"w17089","I2"
"w1709","321"
"w1709","E"
"w17090","E58"
"w17090","E31"
"w17090","C53"
"w17090","E52"
"w17090","C42"
"w17090","E32"
"w17091","K12"
"w17091","F1"
"w17091","G0"
"w17092","Q54"
"w17092","O13"
"w17092","Q11"
"w17093","J24"
"w17093","I21"
"w17094","I10"
"w17094","E0"
"w17094","O4"
"w17094","O3"
"w17095","C14"
"w17095","D44"
"w17095","C12"
"w17096","I10"
"w17097","J15"
"w17098","N30"
"w17098","J16"
"w17098","D03"
"w17099","D72"
"w17099","K0"
"w17099","J15"
"w17100","O33"
"w17100","F20"
"w17100","J61"
"w17101","Q1"
"w17101","Q51"
"w17101","Q12"
"w17101","Q54"
"w17102","G28"
"w17102","E44"
"w17102","G20"
"w17102","C63"
"w17102","E0"
"w17103","D14"
"w17104","I2"
"w17104","J6"
"w17105","J13"
"w17105","J32"
"w17105","I18"
"w17106","N50"
"w17106","D7"
"w17107","D91"
"w17107","D14"
"w17108","D91"
"w17108","D14"
"w17109","D91"
"w17109","D14"
"w17110","D91"
"w17110","D14"
"w17111","E63"
"w17111","E62"
"w17111","H62"
"w17111","E65"
"w17111","H20"
"w17112","I21"
"w17112","J24"
"w17112","C14"
"w17112","C10"
"w17112","I20"
"w17112","I28"
"w17113","N33"
"w17113","N34"
"w17113","Z10"
"w17113","N54"
"w17113","N53"
"w17113","Z1"
"w17114","J26"
"w17114","J14"
"w17114","J21"
"w17114","H55"
"w17115","E44"
"w17115","G01"
"w17115","G21"
"w17116","F31"
"w17116","F30"
"w17116","G12"
"w17117","F17"
"w17117","Q56"
"w17117","F18"
"w17118","D91"
"w17118","D14"
"w17119","I23"
"w1712","400"
"w1712","F"
"w17120","I20"
"w17120","J24"
"w17120","I21"
"w17121","G15"
"w17121","G01"
"w17122","G24"
"w17122","M13"
"w17122","G23"
"w17122","G11"
"w17123","E58"
"w17123","E31"
"w17123","N1"
"w17123","N33"
"w17123","E4"
"w17124","O38"
"w17124","O31"
"w17125","H42"
"w17125","I18"
"w17125","H51"
"w17125","I11"
"w17126","E3"
"w17127","G30"
"w17127","G34"
"w17127","K22"
"w17128","E32"
"w17128","I31"
"w17128","E01"
"w17128","H0"
"w17129","O33"
"w17129","O16"
"w17129","E40"
"w17130","G12"
"w17130","E21"
"w17131","F41"
"w17131","E5"
"w17131","F42"
"w17132","O10"
"w17132","N10"
"w17132","D78"
"w17132","I39"
"w17133","F3"
"w17133","F31"
"w17133","E0"
"w17133","E52"
"w17133","E43"
"w17133","F41"
"w17134","G35"
"w17134","J14"
"w17134","J26"
"w17134","J32"
"w17134","G23"
"w17134","G11"
"w17134","D1"
"w17135","J13"
"w17135","J38"
"w17135","J22"
"w17136","G21"
"w17136","G28"
"w17136","D62"
"w17136","G38"
"w17136","E58"
"w17137","E24"
"w17137","E0"
"w17137","E12"
"w17138","H51"
"w17138","I18"
"w17138","J26"
"w17138","H55"
"w17139","J62"
"w17139","J61"
"w17139","J24"
"w17140","C32"
"w17140","C1"
"w17141","F1"
"w17141","F2"
"w17141","F36"
"w17142","E42"
"w17142","E63"
"w17142","E58"
"w17143","O1"
"w17144","E44"
"w17144","D53"
"w17144","G31"
"w17144","G32"
"w17144","E24"
"w17145","H21"
"w17145","H72"
"w17146","G32"
"w17147","K22"
"w17147","N41"
"w17147","N21"
"w17148","I12"
"w17148","I1"
"w17149","G12"
"w17149","G01"
"w17149","G2"
"w17149","G38"
"w1715","911"
"w1715","329"
"w1715","H"
"w1715","E"
"w17150","C59"
"w17150","C14"
"w17150","G17"
"w17150","G14"
"w17151","F34"
"w17151","F32"
"w17151","E44"
"w17151","E32"
"w17152","G13"
"w17152","G17"
"w17152","G12"
"w17153","J14"
"w17153","J21"
"w17153","J68"
"w17154","C22"
"w17154","E43"
"w17154","E58"
"w17155","I2"
"w17155","H7"
"w17155","J15"
"w17156","J7"
"w17156","J01"
"w17156","J71"
"w17157","I3"
"w17157","J1"
"w17158","R11"
"w17158","O11"
"w17158","L26"
"w17158","O47"
"w17158","O43"
"w17159","I21"
"w17159","J31"
"w1716","F"
"w1716","431"
"w17160","K0"
"w17160","I1"
"w17161","I10"
"w17161","N3"
"w17162","I0"
"w17162","K2"
"w17162","K0"
"w17163","D03"
"w17163","D01"
"w17164","J3"
"w17164","H2"
"w17164","H24"
"w17164","I18"
"w17165","O15"
"w17166","N22"
"w17166","N92"
"w17166","R00"
"w17166","R28"
"w17166","N00"
"w17167","J01"
"w17167","H53"
"w17167","R31"
"w17168","I18"
"w17168","H3"
"w17169","G32"
"w17169","H24"
"w17169","G12"
"w17169","G35"
"w1717","J"
"w1717","830"
"w17170","R41"
"w17170","H23"
"w17170","Q48"
"w17170","I18"
"w17170","Q58"
"w17171","H11"
"w17172","L1"
"w17172","D43"
"w17172","O3"
"w17172","L2"
"w17173","J64"
"w17173","H5"
"w17173","J65"
"w17174","I11"
"w17174","L11"
"w17174","O14"
"w17174","O25"
"w17175","O47"
"w17175","D24"
"w17175","L2"
"w17176","I21"
"w17177","I21"
"w17178","O30"
"w17179","E32"
"w17179","E12"
"w17179","E22"
"w1718","824"
"w1718","621"
"w1718","J"
"w1718","L"
"w17180","Z19"
"w17180","J28"
"w17180","J81"
"w17180","D69"
"w17181","G24"
"w17181","M13"
"w17181","O31"
"w17181","J24"
"w17182","G12"
"w17182","G11"
"w17183","D03"
"w17183","J18"
"w17183","I10"
"w17184","N0"
"w17184","O11"
"w17184","O1"
"w17184","O55"
"w17184","N17"
"w17185","O15"
"w17185","I21"
"w17185","I28"
"w17186","O11"
"w17186","O1"
"w17186","O52"
"w17186","O43"
"w17186","L14"
"w17187","E32"
"w17187","J6"
"w17187","E24"
"w17188","O3"
"w17188","I11"
"w17188","I38"
"w17189","Q2"
"w17189","D03"
"w17189","C93"
"w1719","880"
"w1719","J"
"w1719","G"
"w1719","520"
"w17190","I1"
"w17190","H51"
"w17190","H75"
"w17191","E22"
"w17191","D92"
"w17191","D83"
"w17191","L11"
"w17192","J31"
"w17192","G23"
"w17192","J26"
"w17192","G33"
"w17192","G32"
"w17192","J21"
"w17192","J24"
"w17193","D01"
"w17193","C3"
"w17194","I28"
"w17194","J41"
"w17194","J33"
"w17194","I20"
"w17195","I18"
"w17195","D62"
"w17196","C51"
"w17196","I1"
"w17196","C52"
"w17197","G32"
"w17197","G12"
"w17197","E32"
"w17197","E51"
"w17198","I18"
"w17198","J3"
"w17198","J2"
"w17199","G12"
"w17199","D51"
"w1720","020"
"w17200","Q55"
"w17200","R31"
"w17200","Q54"
"w17201","F41"
"w17201","F3"
"w17201","E3"
"w17202","D92"
"w17202","H25"
"w17202","H21"
"w17203","J14"
"w17203","J26"
"w17203","E21"
"w17204","O33"
"w17204","F23"
"w17204","L1"
"w17205","D4"
"w17205","I18"
"w17205","I11"
"w17205","L11"
"w17206","N43"
"w17206","N13"
"w17206","D78"
"w17207","O12"
"w17207","O16"
"w17208","L40"
"w17208","L30"
"w17208","L10"
"w17208","I18"
"w17208","I11"
"w17208","L13"
"w17209","H11"
"w17209","E42"
"w17209","N41"
"w17209","N11"
"w17209","N21"
"w17209","E51"
"w1721","520"
"w1721","G"
"w17210","O1"
"w17210","R5"
"w17210","Q5"
"w17210","Q2"
"w17210","H2"
"w17211","O51"
"w17211","O47"
"w17211","N91"
"w17211","N11"
"w17212","I1"
"w17213","J24"
"w17213","J11"
"w17214","H24"
"w17214","H21"
"w17214","H53"
"w17214","H20"
"w17214","H23"
"w17215","N11"
"w17215","N91"
"w17215","N1"
"w17215","O19"
"w17215","N9"
"w17215","N71"
"w17216","N10"
"w17216","N50"
"w17216","O50"
"w17216","O11"
"w17216","Z10"
"w17216","N30"
"w17217","F14"
"w17217","Q55"
"w17217","Q56"
"w17218","H52"
"w17218","I21"
"w17218","I28"
"w17219","E44"
"w17219","G12"
"w17220","L81"
"w17220","R10"
"w17220","L11"
"w17220","L13"
"w17221","L25"
"w17221","G34"
"w17221","L1"
"w17221","L22"
"w17222","I18"
"w17222","Q53"
"w17222","Q51"
"w17223","J22"
"w17223","J38"
"w17223","I18"
"w17224","F41"
"w17224","E44"
"w17224","F32"
"w17225","J00"
"w17225","J18"
"w17225","I28"
"w17225","I2"
"w17226","K2"
"w17226","I11"
"w17226","I18"
"w17226","L65"
"w17226","L5"
"w17227","R0"
"w17227","L00"
"w17227","L1"
"w17227","L5"
"w17227","L85"
"w17227","L0"
"w17227","L8"
"w17227","R00"
"w17228","F36"
"w17228","F15"
"w17228","F43"
"w17228","F21"
"w17229","D8"
"w17229","C7"
"w17229","D6"
"w1723","F"
"w1723","323"
"w1723","441"
"w1723","E"
"w17230","E30"
"w17230","E32"
"w17230","H30"
"w17230","E60"
"w17230","E62"
"w17231","M11"
"w17232","I1"
"w17233","L1"
"w17233","G33"
"w17233","L21"
"w17233","L22"
"w17233","L93"
"w17234","J38"
"w17234","C91"
"w17234","D31"
"w17234","D72"
"w17234","H23"
"w17234","I3"
"w17235","J13"
"w17235","I28"
"w17235","H23"
"w17235","I2"
"w17235","J12"
"w17235","J24"
"w17236","I11"
"w17236","L33"
"w17236","H51"
"w17236","I18"
"w17236","H72"
"w17237","K35"
"w17237","K36"
"w17237","G33"
"w17237","K2"
"w17238","G2"
"w17238","G01"
"w17239","H50"
"w17239","E62"
"w17240","E5"
"w17240","E17"
"w17240","E62"
"w17241","C81"
"w17241","J24"
"w17241","J16"
"w17242","F1"
"w17242","N7"
"w17243","I21"
"w17244","D03"
"w17244","D84"
"w17244","I1"
"w17244","C83"
"w17245","O1"
"w17245","O13"
"w17246","L96"
"w17246","L0"
"w17246","L86"
"w17247","H24"
"w17247","H26"
"w17248","J64"
"w17248","J68"
"w17249","O10"
"w17249","I10"
"w17249","O34"
"w1725","520"
"w1725","G"
"w17250","H41"
"w17250","R31"
"w17250","R14"
"w17250","H0"
"w17250","R51"
"w17250","H23"
"w17250","L85"
"w17250","R21"
"w17250","H7"
"w17250","R0"
"w17251","R1"
"w17251","H7"
"w17251","H73"
"w17251","H1"
"w17251","H4"
"w17252","F32"
"w17252","G21"
"w17252","F34"
"w17252","G15"
"w17252","E51"
"w17252","E32"
"w17253","O32"
"w17253","L10"
"w17253","C10"
"w17254","M0"
"w17255","O16"
"w17255","D14"
"w17255","D91"
"w17256","F16"
"w17257","F16"
"w17257","F1"
"w17257","F14"
"w17258","F36"
"w17258","F21"
"w17258","F15"
"w17258","F43"
"w17259","J22"
"w17259","D13"
"w17259","E32"
"w1726","G"
"w1726","520"
"w17260","F4"
"w17260","E3"
"w17260","F0"
"w17260","F31"
"w17261","G12"
"w17261","G15"
"w17261","G11"
"w17261","G13"
"w17261","G14"
"w17262","D72"
"w17262","C72"
"w17262","F13"
"w17262","C78"
"w17263","L82"
"w17263","D72"
"w17264","I20"
"w17265","O12"
"w17265","O41"
"w17265","L51"
"w17265","J21"
"w17265","J80"
"w17265","J58"
"w17265","O52"
"w17265","K3"
"w17266","G21"
"w17266","K2"
"w17266","N22"
"w17267","N10"
"w17267","B31"
"w17267","B21"
"w17268","H21"
"w17268","H24"
"w17268","H62"
"w17268","H50"
"w17269","G01"
"w17269","G21"
"w17270","J22"
"w17270","D80"
"w17270","D72"
"w17271","O33"
"w17271","F43"
"w17271","O57"
"w17272","H60"
"w17272","E62"
"w17273","J0"
"w17273","I0"
"w17273","I12"
"w17273","J20"
"w17273","I30"
"w17273","C52"
"w17273","C33"
"w17274","E24"
"w17274","F41"
"w17274","J60"
"w17274","E52"
"w17275","J24"
"w17275","J16"
"w17275","J61"
"w17275","J22"
"w17276","H71"
"w17276","N41"
"w17276","G12"
"w17276","E42"
"w17276","E52"
"w17276","H56"
"w17276","H6"
"w17276","N21"
"w17276","H11"
"w17276","G18"
"w17276","N11"
"w17277","E32"
"w17277","E44"
"w17277","G12"
"w17277","F31"
"w17278","F31"
"w17279","I0"
"w17280","C02"
"w17280","D83"
"w17281","G32"
"w17281","G01"
"w17281","G28"
"w17282","M14"
"w17282","F23"
"w17283","L0"
"w17283","C14"
"w17284","J31"
"w17284","E24"
"w17284","D83"
"w17284","J6"
"w17285","G14"
"w17285","E44"
"w17285","E22"
"w17285","D53"
"w17285","D51"
"w17285","D58"
"w17285","G12"
"w17285","G31"
"w17286","J00"
"w17286","I20"
"w17287","C93"
"w17287","H55"
"w17287","J26"
"w17287","D83"
"w17288","F3"
"w17288","F4"
"w17289","F3"
"w17289","F4"
"w1729","H"
"w1729","913"
"w17290","G33"
"w17290","G3"
"w17291","E32"
"w17292","G23"
"w17292","G30"
"w17292","G11"
"w17293","P48"
"w17293","O17"
"w17293","H1"
"w17294","J63"
"w17294","J64"
"w17294","E24"
"w17295","D53"
"w17295","G14"
"w17295","D83"
"w17296","D4"
"w17296","D53"
"w17297","J4"
"w17297","J2"
"w17297","O17"
"w17298","G12"
"w17298","G14"
"w17299","E51"
"w17299","G21"
"w17299","E41"
"w1730","915"
"w1730","E"
"w1730","321"
"w1730","H"
"w17300","I11"
"w17300","L21"
"w17300","L23"
"w17301","G12"
"w17301","E32"
"w17301","D84"
"w17302","Q0"
"w17302","O1"
"w17302","Q53"
"w17302","Q5"
"w17303","J31"
"w17303","G3"
"w17303","N32"
"w17303","M50"
"w17304","L24"
"w17304","O34"
"w17304","O32"
"w17305","H62"
"w17305","E62"
"w17305","H63"
"w17306","C71"
"w17306","D71"
"w17306","D74"
"w17307","J61"
"w17307","R23"
"w17307","J1"
"w17308","F12"
"w17308","D21"
"w17308","F13"
"w17308","D24"
"w17309","P16"
"w17309","K14"
"w17309","E62"
"w1731","323"
"w1731","C"
"w1731","E"
"w1731","212"
"w17310","I12"
"w17311","E44"
"w17311","E22"
"w17311","E32"
"w17312","N20"
"w17313","E0"
"w17313","J0"
"w17314","N33"
"w17314","O14"
"w17314","N13"
"w17314","O41"
"w17314","E20"
"w17315","E60"
"w17315","G01"
"w17315","H31"
"w17315","G10"
"w17316","I18"
"w17316","L2"
"w17316","I1"
"w17316","I11"
"w17317","C11"
"w17317","E30"
"w17317","E10"
"w17318","F31"
"w17318","F0"
"w17319","H21"
"w17319","E62"
"w17319","E32"
"w1732","431"
"w1732","F"
"w17320","J22"
"w17320","J26"
"w17320","H55"
"w17321","G01"
"w17321","G1"
"w17321","E5"
"w17321","G32"
"w17321","G11"
"w17321","E44"
"w17321","G14"
"w17321","G21"
"w17321","G2"
"w17321","G33"
"w17322","I1"
"w17322","N11"
"w17323","G17"
"w17323","G12"
"w17323","E1"
"w17323","G0"
"w17323","G11"
"w17324","D71"
"w17324","I28"
"w17324","C91"
"w17324","C92"
"w17324","D02"
"w17324","I11"
"w17325","D14"
"w17325","G11"
"w17325","D91"
"w17325","I13"
"w17326","E29"
"w17326","J71"
"w17327","C20"
"w17327","J10"
"w17327","I30"
"w17328","G15"
"w17328","G12"
"w17328","E01"
"w17328","G01"
"w17328","E44"
"w17329","J4"
"w17329","J33"
"w17329","J22"
"w17330","G12"
"w17330","G30"
"w17330","G10"
"w17331","E44"
"w17331","G11"
"w17331","F15"
"w17331","F36"
"w17332","I21"
"w17332","I28"
"w17332","I22"
"w17332","J24"
"w17332","H75"
"w17333","G35"
"w17333","G30"
"w17333","G32"
"w17333","G3"
"w17333","G31"
"w17333","G34"
"w17334","G11"
"w17334","G17"
"w17334","C11"
"w17334","C22"
"w17335","F41"
"w17335","F12"
"w17335","F15"
"w17336","O32"
"w17336","J44"
"w17336","O31"
"w17336","F23"
"w17336","O57"
"w17336","F22"
"w17336","O33"
"w17336","J61"
"w17337","I21"
"w17338","H31"
"w17338","D91"
"w17338","E21"
"w17338","D31"
"w17339","D91"
"w17339","D12"
"w17339","J26"
"w1734","131"
"w1734","023"
"w1734","E"
"w17340","C78"
"w17340","C93"
"w17340","J0"
"w17341","L94"
"w17341","D21"
"w17341","D40"
"w17341","Q48"
"w17341","L51"
"w17342","D81"
"w17343","J1"
"w17343","J18"
"w17343","J13"
"w17344","E0"
"w17344","H5"
"w17345","D03"
"w17345","D14"
"w17345","D83"
"w17345","D91"
"w17346","C25"
"w17346","L0"
"w17347","F13"
"w17347","F11"
"w17347","F12"
"w17348","H23"
"w17348","Q5"
"w17348","E6"
"w17348","Q4"
"w17348","E17"
"w17348","Q28"
"w17348","E13"
"w17349","J31"
"w17349","J16"
"w17349","E24"
"w17350","F3"
"w17350","G1"
"w17351","F3"
"w17352","F34"
"w17352","F41"
"w17352","F32"
"w17352","F42"
"w17353","F41"
"w17353","F33"
"w17353","F3"
"w17354","F3"
"w17355","F3"
"w17355","G21"
"w17355","G15"
"w17356","F34"
"w17356","F36"
"w17357","F30"
"w17357","G11"
"w17357","F21"
"w17358","F36"
"w17358","F32"
"w17358","G23"
"w17358","G11"
"w17358","G01"
"w17358","F3"
"w17358","G15"
"w17358","G1"
"w17358","G2"
"w17359","F42"
"w17359","F33"
"w17359","O24"
"w17359","G15"
"w17359","E42"
"w17359","F31"
"w17359","F41"
"w17359","E58"
"w17360","F3"
"w17361","F4"
"w17361","F0"
"w17362","F33"
"w17362","F3"
"w17362","F41"
"w17362","F31"
"w17362","F32"
"w17363","F32"
"w17363","F21"
"w17364","I20"
"w17364","H41"
"w17364","R21"
"w17365","F13"
"w17365","F0"
"w17365","F1"
"w17366","F1"
"w17366","F00"
"w17367","O34"
"w17367","H24"
"w17367","K41"
"w17367","O32"
"w17368","G22"
"w17368","J24"
"w17368","G3"
"w17368","J31"
"w17368","C23"
"w17368","J33"
"w17369","R38"
"w17369","H75"
"w17369","I12"
"w1737","921"
"w1737","H"
"w17370","L20"
"w17370","G30"
"w17370","G34"
"w17370","G32"
"w17370","L22"
"w17371","I11"
"w17371","O33"
"w17372","F14"
"w17372","F16"
"w17372","J23"
"w17372","J63"
"w17373","J65"
"w17373","O54"
"w17373","O47"
"w17373","D24"
"w17374","R31"
"w17374","R11"
"w17374","R21"
"w17375","Z12"
"w17375","H23"
"w17375","I1"
"w17376","F18"
"w17376","Q54"
"w17376","Q56"
"w17376","H23"
"w17377","J13"
"w17377","E17"
"w17377","J11"
"w17377","O11"
"w17377","J18"
"w17378","J24"
"w17378","I2"
"w17379","F33"
"w17379","F34"
"w17379","H87"
"w17379","F36"
"w17380","H73"
"w17380","H70"
"w17380","H10"
"w17381","I20"
"w17381","I23"
"w17381","J24"
"w17381","J71"
"w17382","M5"
"w17382","N31"
"w17383","O13"
"w17383","L43"
"w17383","Q4"
"w17383","L94"
"w17383","O25"
"w17384","D72"
"w17385","L13"
"w17385","C93"
"w17385","D44"
"w17385","L86"
"w17386","L5"
"w17386","K0"
"w17386","H3"
"w17386","L7"
"w17386","K2"
"w17386","L9"
"w17386","H2"
"w17387","G34"
"w17387","G32"
"w17387","G31"
"w17388","G0"
"w17389","E24"
"w17389","E44"
"w17389","E32"
"w17390","D62"
"w17390","R4"
"w17390","H2"
"w17390","H3"
"w17390","Q5"
"w17390","L9"
"w17390","R2"
"w17390","L0"
"w17390","I18"
"w17391","E62"
"w17391","E32"
"w17392","E44"
"w17392","G21"
"w17392","E32"
"w17393","D31"
"w17393","G34"
"w17393","G32"
"w17394","G32"
"w17394","G31"
"w17394","D92"
"w17394","D21"
"w17394","G34"
"w17395","C7"
"w17395","D8"
"w17395","D7"
"w17396","F2"
"w17396","O1"
"w17396","F41"
"w17397","H0"
"w17397","D72"
"w17398","D73"
"w17398","H83"
"w17398","O12"
"w17399","J23"
"w17399","L25"
"w17399","G24"
"w17399","G34"
"w1740","E"
"w1740","323"
"w1740","H"
"w1740","932"
"w17400","O40"
"w17401","G01"
"w17401","G0"
"w17401","H1"
"w17402","I00"
"w17402","J01"
"w17403","G22"
"w17403","D21"
"w17403","D81"
"w17403","H56"
"w17404","J62"
"w17404","M13"
"w17404","J44"
"w17404","O38"
"w17404","J61"
"w17404","C81"
"w17404","O31"
"w17404","O33"
"w17404","O34"
"w17405","R23"
"w17405","R21"
"w17406","I1"
"w17406","J22"
"w17406","D1"
"w17406","J1"
"w17406","D01"
"w17407","E43"
"w17407","F36"
"w17407","F34"
"w17407","H63"
"w17407","G01"
"w17408","C21"
"w17408","I12"
"w17408","C14"
"w17409","Q54"
"w17409","Q15"
"w17409","Q27"
"w17409","Q30"
"w17409","F5"
"w17409","D78"
